Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
7281402648,XBJT21,NJ,PAS,07/27/2015,37,VAN,FORD,T,35230,13610,44990,20150088,0020,20,20,362238,T103,G,1022A,1010A,NY,F,236,W 73rd St,,0,408,h1,,Y,0900A,0700P,WHITE,,0,108-3062,0,49 7,37-Expired Muni Meter,,,
7293938263,GVM6614,NY,PAS,06/26/2015,38,SUBN,MINI,T,13610,34990,35010,20170420,0020,20,20,362167,T103,F,0902A,,NY,F,1870,Broadway,,0,408,h1,,Y,0800A,1000P,BK,,2015,,0,CC1,38-Failure to Display Muni Rec,,,
7293938299,XZ239D,NJ,PAS,06/26/2015,20,DELV,FRUEH,T,35050,14510,13610,20150101,0020,20,20,362167,T103,F,0926A,0845A,NY,O,35,W 64th St,,0,408,d,,Y,0800A,0700P,WHITE,,0,,0,CC1,20-No Parking (Com Plate),,,
7293938317,GN8063,NY,COM,06/26/2015,16,SUBN,CHEVR,T,35030,14510,13610,20150930,0020,20,20,362167,T103,F,0933A,0852A,NY,O,15,W 63rd St,,0,408,k2,,YYYYY,0700A,0700P,BL,,2013,,0,CC1,16-No Std (Com Veh) Com Plate,,,
7293938329,XY26FM,NJ,PAS,06/26/2015,16,VAN,FORD,T,35030,14510,13610,20150101,0020,20,20,362167,T103,F,0934A,0853A,NY,O,5,W 63rd St,,0,408,k2,,YYYYY,0700A,0700P,WHITE,,0,,0,CC1,16-No Std (Com Veh) Com Plate,,,
7293938342,TKX57V,NJ,PAS,06/26/2015,84,DELV,NS/OT,T,35030,14510,13610,20150088,0020,20,20,362167,T103,F,1014A,,NY,O,25,W 63rd St,,0,408,k7,,,,,WHITE,,0,,0,CC1,84-Platform lifts in low posit,,,
7293938640,GMB1140,NY,PAS,06/27/2015,37,SUBN,HONDA,T,15710,35090,35110,20160123,0020,20,20,362167,T103,F,1031A,1024A,NY,F,150,Columbus Ave,,0,408,h1,,Y,0900A,0700P,GR,,1999,103-3099,0,CC1,37-Expired Muni Meter,,,
7293938706,XP627S,NJ,PAS,06/27/2015,20,VAN,ME/BE,T,35050,14510,13610,20150101,0020,20,20,362167,T103,F,1120A,1045A,NY,O,49,W 64th St,,20150627,408,d,,Y,0800A,0700P,WHITE,,0,,0,CC1,20-No Parking (Com Plate),,,
7293938718,XJ749F,NJ,PAS,06/27/2015,20,VAN,CHEVR,T,35050,14510,13610,20150101,0020,20,20,362167,T103,F,1122A,1046A,NY,F,20,W 64th St,,0,408,d,,Y,0800A,0700P,WHITE,,0,,0,CC1,20-No Parking (Com Plate),,,
7293938731,GVK5097,NY,PAS,06/27/2015,37,SUBN,CHEVR,T,15710,35110,35130,20170204,0020,20,20,362167,T103,F,1149A,1141A,NY,F,157,Columbus Ave,,20150627,408,h1,,Y,0730A,0700P,WH,,2008,103-3104,0,CC1,37-Expired Muni Meter,,,
7293939590,PAL5221,MI,PAS,07/02/2015,14,DELV,INTER,T,15710,35310,35330,20150088,0020,20,20,362167,T103,F,0822A,,NY,F,368,Columbus Ave,,0,408,c,,YYYYY,0700A,1000A,WHITE,,0,,0,31 7,14-No Standing,,,
7293939607,GXP3820,NY,PAS,07/02/2015,74,2DSD,PORSC,T,34990,13610,15710,20150815,0020,20,20,362167,T103,F,0911A,,NY,F,15,W 61st St,,0,408,j2,,,,,BLACK,,2015,,0,31 7,74A-Improperly Displayed Plate,,,
7293939905,GBJ3914,NY,PAS,07/06/2015,21,4DSD,NISSA,T,35470,15710,11710,20161025,0020,20,20,362167,T103,F,0840A,,NY,F,101,W 85th St,,0,408,d1,,Y  Y,0830A,1000A,GR,,1998,,0,40 7,21-No Parking (street clean),,,
7293939966,PD258,SC,PAS,07/06/2015,21,4DSD,TOYOT,T,35530,44990,29690,20150088,0020,20,20,362167,T103,F,1015A,,NY,O,350,W 88th St,,0,408,d1,,Y  Y,0930A,1100A,SILVE,,0,,0,40 7,21-No Parking (street clean),,,
7293940099,GVL1544,NY,OMS,07/06/2015,37,SUBN,FORD,T,11710,35630,35650,20160930,0020,20,20,362167,T103,F,0122P,0115P,NY,O,685,Amsterdam Ave,,0,408,h1,,Y,0900A,0700P,BK,,2015,103-8125,0,40 7,37-Expired Muni Meter,,,
7282755437,GZF7672,NY,PAS,07/01/2015,71,SUBN,JEEP,T,35330,11710,13610,20170629,0020,20,20,354070,T103,CC,0937A,,NY,F,200,W 78th St,,0,408,j6,,,,,RD,,2003,,0,41 7,71-Insp. Sticker Missing (NYS,,,
7282755516,XCCK22,NJ,PAS,07/01/2015,16,PICK,TOYOT,T,35250,0,0,88880001,0020,20,20,354070,T103,CC,1052A,1002A,NY,I,S,W 74th St,100ft W/of Broadway,0,408,k2,,Y,0700A,1000P,WHITE,,0,,0,41 7,16-No Std (Com Veh) Com Plate,,,
7282755528,TOPHAT5,NY,COM,07/01/2015,16,VAN,CHEVR,T,35250,0,0,20160531,0020,20,20,354070,T103,CC,1054A,1003A,NY,I,S,W 74th St,120ft W/of Broadway,20150701,408,k2,,Y,0700A,1000P,RED,,2002,,0,41 7,16-No Std (Com Veh) Com Plate,,,
7282755565,XCCK28,NJ,PAS,07/01/2015,16,PICK,FORD,T,35250,0,0,88880001,0020,20,20,354070,T103,CC,1100A,1004A,NY,I,N,W 74th St,45ft W/of Broadway,0,408,k2,,Y,0700A,0700P,WHITE,,0,,0,41 7,16-No Std (Com Veh) Com Plate,,,
7282755589,MIDRE51,NY,COM,07/01/2015,16,VAN,FORD,T,35290,0,0,20170630,0020,20,20,354070,T103,CC,1108A,0947A,NY,I,S,W 76th St,10ft E/of Broadway,20150701,408,k2,,YYYYY,0800A,0400P,BLUE,,2013,,0,41 7,16-No Std (Com Veh) Com Plate,,,
7282755590,MIDRE52,NY,COM,07/01/2015,16,VAN,NISSA,T,35290,0,0,20160531,0020,20,20,354070,T103,CC,1112A,0947A,NY,I,S,W 76th St,75ft E/of Broadway,20150701,408,k2,,YYYYY,0800A,0400P,BLUE,,2014,,0,41 7,16-No Std (Com Veh) Com Plate,,,
7282756600,X20FKA,NJ,PAS,07/09/2015,38,SUBN,NISSA,T,35210,15710,11710,88888888,0020,20,20,362638,T103,P,0423P,,NY,F,127,W 72nd St,,0,408,h1,,Y,0900A,1000P,GREY,,0,,0,38 7,38-Failure to Display Muni Rec,,,
7282756624,GYC9423,NY,PAS,07/09/2015,38,4DSD,PORSC,T,11710,35330,35350,20150811,0020,20,20,362638,T103,P,0611P,,NY,O,380,Amsterdam Ave,,0,408,h1,,Y,0900A,0700P,BLACK,,2012,,0,38 7,38-Failure to Display Muni Rec,,,
7282756697,M860974,MA,PAS,07/10/2015,37,SUBN,JEEP,T,35210,15710,11710,20160588,0020,20,20,362638,T103,P,0257P,0242P,NY,F,166,W 72nd St,,20150710,408,h1,,Y,0900A,1000P,GREY,,0,108-3009,0,52 7,37-Expired Muni Meter,,,
7282756739,GTL1621,NY,PAS,07/11/2015,40,SUBN,HONDA,T,35450,14510,15710,20160828,0020,20,20,354070,T103,CC,0710A,,NY,O,20,W 84th St,,0,408,e2,,YYYYYYY,,,GY,,2015,,10,CC1,40-Fire Hydrant,,,
7282756740,GFG1235,NY,PAS,07/11/2015,71,SUBN,LEXUS,T,35450,14510,15710,20170317,0020,20,20,354070,T103,CC,0712A,,NY,O,11,W 84th St,,0,408,j6,,YYYYYYY,,,BLACK,,2001,,0,CC1,71A-Insp Sticker Expired (NYS),,,
7282756752,GRD8066,NY,PAS,07/11/2015,71,SUBN,MINI,T,35450,14510,15710,20160622,0020,20,20,354070,T103,CC,0715A,,NY,O,7,W 84th St,,0,408,j6,,YYYYYYY,,,WH,,2014,,0,CC1,71A-Insp Sticker Expired (NYS),,,
7282756764,GRV7372,NY,PAS,07/11/2015,71,SUBN,FORD,T,35450,0,0,20160630,0020,20,20,354070,T103,CC,0716A,,NY,I,N,W 84th St,75ft W/of Central Pa,0,408,j6,,YYYYYYY,,,GY,,2014,,0,CC1,71A-Insp Sticker Expired (NYS),,,
7282756776,GRF1850,NY,PAS,07/11/2015,74,4DSD,BMW,T,35430,14510,15710,20160615,0020,20,20,354070,T103,CC,0722A,,NY,F,37,W 83rd St,,0,408,j2,,,,,WH,,2011,,0,CC1,74A-Improperly Displayed Plate,,,
7282756788,GPJ7313,NY,PAS,07/11/2015,71,SUBN,JEEP,T,35410,0,0,20160505,0020,20,20,354070,T103,CC,0739A,,NY,I,N,W 82nd St,50ft E/of Riverside,0,408,j6,,YYYYYYY,,,GY,,2014,,0,CC1,71A-Insp Sticker Expired (NYS),,,
7282756790,GPS6790,NY,PAS,07/11/2015,71,SUBN,VOLVO,T,35330,11710,13610,20160619,0020,20,20,354070,T103,CC,0809A,,NY,O,207,W 78th St,,0,408,j6,,YYYYYYY,,,GY,,2010,,0,CC1,71A-Insp Sticker Expired (NYS),,,
7282756806,GGV9947,NY,PAS,07/11/2015,70,2DSD,ME/BE,T,35330,11710,13610,20150704,0020,20,20,354070,T103,CC,0811A,,NY,F,216,W 78th St,,0,408,j3,,YYYYYYY,,,LTG,,0,,0,CC1,70A-Reg. Sticker Expired (NYS),,,
7282756818,J32FKM,NJ,PAS,07/11/2015,40,4DSD,FORD,T,35330,11710,13610,88888888,0020,20,20,354070,T103,CC,0812A,,NY,O,216,W 78th St,,0,408,e2,,YYYYYYY,,,SILVE,,0,,3,CC1,40-Fire Hydrant,,,
7282756867,GYP6316,NY,PAS,07/11/2015,40,SUBN,BMW,T,35270,14510,15710,20170625,0020,20,20,354070,T103,CC,0852A,,NY,F,15,W 75th St,,0,408,e2,,YYYYYYY,,,LTG,,2003,,0,CC1,40-Fire Hydrant,,,
7282756879,GYP6316,NY,PAS,07/11/2015,71,SUBN,BMW,T,35270,14510,15710,20170625,0020,20,20,354070,T103,CC,0853A,,NY,F,15,W 75th St,,0,408,j6,,,,,LTG,,2003,,0,CC1,71-Insp. Sticker Missing (NYS,,,
7282756892,PCV4792,GA,PAS,07/11/2015,38,4DSD,MAZDA,T,35190,14510,15710,20150788,0020,20,20,354070,T103,CC,0908A,,NY,F,73,W 71st St,,0,408,h1,,Y,0900A,0700P,BLACK,,0,,0,CC1,38-Failure to Display Muni Rec,,,
7282756922,GJU1050,NY,PAS,07/11/2015,38,PICK,NISSA,T,35170,14510,15710,20150922,0020,20,20,354070,T103,CC,0914A,,NY,O,64,W 70th St,,0,408,h1,,Y,0900A,0700P,GY,,2012,,0,CC1,38-Failure to Display Muni Rec,,,
7282756946,W79DJD,NJ,PAS,07/11/2015,38,4DSD,BMW,T,35170,14510,15710,88888888,0020,20,20,354070,T103,CC,0917A,,NY,F,68,W 70th St,,0,408,h1,,Y,0900A,0700P,WHITE,,0,,0,CC1,38-Failure to Display Muni Rec,,,
7282756958,R46CKR,NJ,PAS,07/11/2015,20,PICK,TOYOT,T,35130,14510,15710,88888888,0020,20,20,354070,T103,CC,0930A,,NY,F,10,W 68th St,,0,408,d,,YYYYYYY,,,GREY,,0,,0,CC1,20A-No Parking (Non-COM),,,
7282756960,GHW3451,NY,PAS,07/11/2015,70,SUBN,BMW,T,35150,14510,15710,20150625,0020,20,20,354070,T103,CC,0937A,,NY,O,39,W 69th St,,0,408,j3,,,,,BK,,2011,,0,CC1,70B-Impropr Dsply of Reg (NYS),,,
7282756983,GYU6533,NY,PAS,07/11/2015,70,4DSD,CHEVR,T,35190,14510,15710,20170630,0020,20,20,354070,T103,CC,0954A,,NY,F,17,W 71st St,,0,408,j3,,,,,GY,,2012,,0,CC1,70B-Impropr Dsply of Reg (NYS),,,
7282756995,GYU6533,NY,PAS,07/11/2015,71,4DSD,CHEVR,T,35190,14510,15710,20170630,0020,20,20,354070,T103,CC,0955A,,NY,F,17,W 71st St,,0,408,j6,,YYYYYYY,,,GY,,2012,,0,CC1,71A-Insp Sticker Expired (NYS),,,
7293941031,XARJ16,NJ,PAS,07/13/2015,16,DELV,HINO,T,35010,14510,13610,20150101,0020,20,20,362167,T103,F,0853A,0815A,NY,F,25,W 62nd St,,0,408,k2,,YYYYY,0700A,0700P,WHITE,,0,,0,31 7,16-No Std (Com Veh) Com Plate,,,
7293941092,W51ECC,NJ,PAS,07/13/2015,37,4DSD,HYUND,T,13610,34990,35010,88888888,0020,20,20,362167,T103,F,1015A,1007A,NY,F,1870,Broadway,,20150713,408,h1,,Y,0800A,1000P,WHITE,,0,108-3003,0,31 7,37-Expired Muni Meter,,,
7293941110,XBLD33,NJ,PAS,07/13/2015,16,VAN,FORD,T,35010,14510,13610,20150101,0020,20,20,362167,T103,F,1034A,1001A,NY,F,4,W 62nd St,,0,408,k2,,YYYYY,0700A,0700P,WHITE,,0,,0,31 7,16-No Std (Com Veh) Com Plate,,,
7293941122,XBXW43,NJ,PAS,07/13/2015,16,VAN,CHEVR,T,35010,14510,13610,20150101,0020,20,20,362167,T103,F,1038A,0855A,NY,O,25,W 62nd St,,0,408,k2,,YYYYY,0700A,0700P,WHITE,,0,,0,31 7,16-No Std (Com Veh) Com Plate,,,
7293941171,V37EFR,NJ,PAS,07/13/2015,20,SUBN,LINCO,T,34990,13610,15710,88888888,0020,20,20,362167,T103,F,1115A,,NY,O,15,W 61st St,,0,408,d,,Y,0800A,0600P,SILVE,,0,,0,31 7,20A-No Parking (Non-COM),,,
7293941225,GN8063,NY,COM,07/13/2015,16,SUBN,CHEVR,T,35030,14510,13610,20150930,0020,20,20,362167,T103,F,1143A,1106A,NY,F,30,W 63rd St,,0,408,k2,,YYYYY,0700A,0700P,BL,,2013,,0,31 7,16-No Std (Com Veh) Com Plate,,,
7293941249,K24EZL,NJ,PAS,07/13/2015,37,4DSD,CHEVR,T,35350,11710,13610,88888888,0020,20,20,362167,T103,F,1232P,1223P,NY,F,223,W 79th St,,20150713,408,h1,,Y,0830A,0700P,GREY,,0,108-3052,0,31 7,37-Expired Muni Meter,,,
7293941274,GNA1498,NY,PAS,07/14/2015,21,PICK,FORD,T,35050,14510,13610,20160127,0020,20,20,362167,T103,F,0907A,,NY,F,2,W 64th St,,0,408,d1,,Y  Y,0800A,0930A,WH,,2013,,0,31 7,21-No Parking (street clean),,,
7293941286,GNJ3778,NY,PAS,07/14/2015,20,PICK,HONDA,T,34990,13610,15710,20160313,0020,20,20,362167,T103,F,0918A,,NY,O,15,W 61st St,,0,408,d,,Y,0800A,0600P,BK,,2006,,0,31 7,20A-No Parking (Non-COM),,,
7293941468,XBLD33,NJ,PAS,07/14/2015,16,VAN,FORD,T,35010,14510,13610,20150101,0020,20,20,362167,T103,F,1102A,1006A,NY,F,2,W 62nd St,,0,408,k2,,YYYYY,0700A,0700P,WHITE,,0,,0,31 7,16-No Std (Com Veh) Com Plate,,,
7293941511,MR5268,NY,COM,07/14/2015,16,VAN,CHEVR,T,35010,14510,13610,20151231,0020,20,20,362167,T103,F,1112A,1002A,NY,F,4,W 62nd St,,0,408,k2,,YYYYY,0700A,0700P,GY,,2010,,0,31 7,16-No Std (Com Veh) Com Plate,,,
7293941729,G95EWN,NJ,PAS,07/15/2015,38,4DSD,TOYOT,T,15710,35210,35230,88888888,0020,20,20,362167,T103,F,1019A,,NY,O,273,Columbus Ave,,0,408,h1,,YYYYY,1000A,0700P,GREY,,0,,0,51 7,38-Failure to Display Muni Rec,,,
7293942850,GDX6692,NY,PAS,07/22/2015,38,4DSD,HYUND,T,15710,35430,35450,20170317,0020,20,20,362167,T103,F,0829A,,NY,F,491,Columbus Ave,,0,408,h1,,Y,0730A,0700P,GL,,2012,,0,40 7,38-Failure to Display Muni Rec,,,
7293942874,PRZ523,MI,PAS,07/22/2015,14,DELV,INTER,T,15710,35310,35330,20160288,0020,20,20,362167,T103,F,0848A,,NY,F,368,Columbus Ave,,0,408,c,,YYYYY,0700A,1000A,WHITE,,0,,0,40 7,14-No Standing,,,
7293942928,GSX2292,NY,OMS,07/22/2015,16,4DSD,BMW,T,15710,35410,35430,20160930,0020,20,20,362167,T103,F,0927A,,NY,F,471,Columbus Ave,,0,408,k2,,YYYYY,0700A,0700P,GY,,2015,,0,40 7,16A-No Std (Com Veh) Non-COM,,,
7293943027,GTD4758,NY,PAS,07/22/2015,37,SUBN,HONDA,T,15710,35430,35450,20160722,0020,20,20,362167,T103,F,1106A,1055A,NY,F,485,Columbus Ave,,0,408,h1,,Y,0730A,0700P,BK,,2014,103-3078,0,40 7,37-Expired Muni Meter,,,
7293943040,GBSI7,NY,COM,07/22/2015,16,VAN,FORD,T,15710,35470,35490,20170331,0020,20,20,362167,T103,F,1112A,0935A,NY,F,527,Columbus Ave,,20150722,408,k2,,YYYYY,0700A,0700P,WH,,2008,,0,40 7,16-No Std (Com Veh) Com Plate,,,
7293943143,GZU7405,NY,PAS,07/23/2015,20,4DSD,LEXUS,T,34990,13610,15710,20170706,0020,20,20,362167,T103,F,0957A,,NY,O,15,W 61st St,,0,408,d,,Y,0800A,0600P,BK,,1993,,0,50 7,20A-No Parking (Non-COM),,,
7293943180,GVB3472,NY,PAS,07/23/2015,37,SUBN,ACURA,T,35210,14510,15710,20161027,0020,20,20,362167,T103,F,1040A,1020A,NY,F,41,W 72nd St,,0,408,h1,,Y,0900A,0700P,BLACK,,2015,103-3115,0,50 7,37-Expired Muni Meter,,,
7293943210,GN8063,NY,COM,07/23/2015,16,SUBN,CHEVR,T,15710,35230,35250,20150930,0020,20,20,362167,T103,F,1054A,0912A,NY,O,288,Columbus Ave,,0,408,k2,,Y,0700A,0700P,BL,,2013,,0,50 7,16-No Std (Com Veh) Com Plate,,,
7293943222,ZAW42F,NJ,PAS,07/23/2015,21,SUBN,BMW,T,35290,14510,15710,88888888,0020,20,20,362167,T103,F,1106A,,NY,F,47,W 76th St,,0,408,d1,,Y  Y,0400A,1230A,BLACK,,0,,0,50 7,21-No Parking (street clean),,,
7293943246,G13BEV,QB,PAS,07/23/2015,21,4DSD,VOLVO,T,35290,14510,15710,20150088,0020,20,20,362167,T103,F,1109A,,NY,F,27,W 76th St,,0,408,d1,,Y  Y,0400A,1230A,BLACK,,0,,0,50 7,21-No Parking (street clean),,,
7293943258,R73DKT,NJ,PAS,07/23/2015,21,4DSD,VOLKS,T,14510,0,0,88888888,0020,20,20,362167,T103,F,1112A,,NY,I,E,Central Park West.,20ft N/of W 76th St,0,408,d1,,Y  Y,0400A,1230A,SILVE,,0,,0,50 7,21-No Parking (street clean),,,
7293943260,GSG8925,NY,PAS,07/23/2015,21,2DSD,CHEVR,T,14510,0,0,20160616,0020,20,20,362167,T103,F,1116A,,NY,I,W,Central Park West.,50ft N/of W 77th St,0,408,d1,,Y  Y,0400A,1230A,BK,,2002,,0,50 7,21-No Parking (street clean),,,
7293943271,GTB3917,NY,PAS,07/23/2015,74,PICK,FORD,T,14510,0,0,20170115,0020,20,20,362167,T103,F,1119A,,NY,I,W,Central Park West.,50ft N/of W 77th St,0,408,j2,,,,,BLACK,,2004,,0,50 7,74A-Improperly Displayed Plate,,,
7293943295,GHH3504,NY,PAS,07/23/2015,21,SUBN,CHEVR,T,35370,15710,11710,20170617,0020,20,20,362167,T103,F,1155A,,NY,F,121,W 80th St,,0,408,d1,,Y  Y,1100A,1230A,WHITE,,2013,,0,50 7,21-No Parking (street clean),,,
7293943301,GKJ6074,NY,PAS,07/23/2015,21,4DSD,HONDA,T,35370,15710,11710,20150920,0020,20,20,362167,T103,F,1157A,,NY,F,119,W 80th St,,0,408,d1,,Y  Y,1100A,1230A,WH,,2009,,0,50 7,21-No Parking (street clean),,,
7297568296,GWV2130,NY,PAS,06/29/2015,37,4DSD,HONDA,T,13610,35330,35350,20170227,0020,20,20,351262,T103,K,1148A,1139A,NY,F,2206,Broadway,,0,408,h1,,Y,0800A,0700P,WHITE,,2015,108-3049,0,C 77,37-Expired Muni Meter,,,
7297568302,K93CVK,NJ,PAS,06/29/2015,37,4DSD,BMW,T,13610,35290,35310,88888888,0020,20,20,351262,T103,K,1157A,1150A,NY,F,2175,Broadway,,0,408,h1,,Y,0830A,1000P,WHITE,,0,108-3056,0,C 77,37-Expired Muni Meter,,,
7297568340,GYD3653,NY,PAS,06/29/2015,37,4DSD,DODGE,T,35010,13610,15710,20170423,0020,20,20,351262,T103,K,0107P,1257P,NY,F,61,W 62nd St,,0,408,h1,,Y,0900A,1200A,GR,,2001,108-3042,0,C 77,37-Expired Muni Meter,,,
7297568351,Y16FEJ,NJ,PAS,06/29/2015,20,SUBN,TOYOT,T,35010,13610,15710,88888888,0020,20,20,351262,T103,K,0109P,,NY,O,62,W 62nd St,,0,408,d,,YYYYYYY,,,SILVE,,0,,0,C 77,20A-No Parking (Non-COM),,,
7297568454,TOPHAT4,NY,COM,06/29/2015,37,VAN,CHEVR,T,15710,35450,35470,20160228,0020,20,20,351262,T103,K,0305P,1238P,NY,F,510,Columbus Ave,,20150629,408,h1,,YYYYY,1000A,0700P,TN,,1997,103-3066,0,C 77,37-Expired Muni Meter,,,
7282757434,XU647A,NJ,PAS,07/16/2015,38,DELV,ISUZU,T,11710,35450,35470,20150088,0020,20,20,362638,T103,P,0224P,,NY,F,515,Amsterdam Ave,,0,408,h1,,Y,0900A,1000P,ORANG,,0,,0,38 7,38-Failure to Display Muni Rec,,,
7282757495,U31EAM,NJ,PAS,07/16/2015,37,4DSD,BMW,T,13610,35190,11710,88888888,0020,20,20,362638,T103,P,0542P,0530P,NY,F,2062,Broadway,,0,408,h1,,Y,0800A,1000P,BLUE,,0,108-3021,0,38 7,37-Expired Muni Meter,,,
7282757549,XP627S,NJ,PAS,07/17/2015,37,VAN,ME/BE,T,11710,35370,35390,20150088,0020,20,20,362638,T103,P,0130P,1254P,NY,F,423,Amsterdam Ave,,20150717,408,h1,,Y,0900A,1000P,WHITE,,0,103-3022,0,44 7,37-Expired Muni Meter,,,
7282757550,GMK2054,NY,PAS,07/17/2015,37,PICK,FORD,T,11710,35310,35330,20160131,0020,20,20,362638,T103,P,0142P,0132P,NY,F,371,Amsterdam Ave,,0,408,h1,,Y,1000A,0700P,BK,,2013,103-3019,0,44 7,37-Expired Muni Meter,,,
7282757574,XCCK33,NJ,PAS,07/17/2015,37,PICK,FORD,T,15710,35170,35190,20150088,0020,20,20,362638,T103,P,0307P,0257P,NY,F,230,Columbus Ave,,0,408,h1,,YYYYY,1000A,0700P,WHITE,,0,108-3012,0,44 7,37-Expired Muni Meter,,,
7282757604,GXU6652,NY,PAS,07/17/2015,38,PICK,MAZDA,T,15710,35350,35370,20170506,0020,20,20,362638,T103,P,0354P,,NY,O,408,Columbus Ave,,0,408,h1,,Y,0730A,0700P,GY,,2002,,0,44 7,38-Failure to Display Muni Rec,,,
7282758438,VICSTEEL,NY,SRF,07/23/2015,37,4DSD,ME/BE,T,35470,11710,13610,20170529,0020,20,20,362638,T103,P,0258P,0248P,NY,F,217,W 85th St,,0,408,h1,,Y,0900A,0700P,WHITE,,2014,108-3076,0,42 7,37-Expired Muni Meter,,,
7297569331,GVA9710,NY,PAS,07/14/2015,38,2DSD,BMW,T,35190,14510,15710,20170226,0020,20,20,362564,T103,R,0147P,,NY,O,62,W 71st St,,0,408,h1,,Y,0900A,0700P,GY,,2010,,0,54 7,38-Failure to Display Muni Rec,,,
7297569343,GST5255,NY,PAS,07/14/2015,37,SUBN,HONDA,T,15710,35090,35110,20160917,0020,20,20,362564,T103,R,0211P,0148P,NY,O,156,Columbus Ave,,0,408,h1,,Y,0730A,0700P,WH,,2004,103-3101,0,54 7,37-Expired Muni Meter,,,
7297570138,GVZ5888,NY,PAS,07/28/2015,37,4DSD,ME/BE,T,13610,0,0,20170209,0020,20,20,362564,T103,R,0154P,0140P,NY,I,E,Broadway,10ft N/of E 85th St,0,408,h1,,Y,0900A,0700P,GY,,2012,108-3075,0,52 7,37-Expired Muni Meter,,,
7297570175,GTM4990,NY,PAS,07/28/2015,37,SUBN,CHEVR,T,13610,35610,35630,20160928,0020,20,20,362564,T103,R,0308P,0300P,NY,O,2494,Broadway,,0,408,h1,,Y,0830A,1000P,GY,,2015,121-8208,0,52 7,37-Expired Muni Meter,,,
7297570187,GZF8256,NY,PAS,07/28/2015,38,SUBN,BMW,T,11710,35630,35650,20170720,0020,20,20,362564,T103,R,0319P,,NY,F,698,Amsterdam Ave,,0,408,h1,,Y,0900A,0700P,WH,,2001,,0,52 7,38-Failure to Display Muni Rec,,,
7297570199,T641680C,NY,OMT,07/28/2015,37,SUBN,GMC,T,35490,11710,13610,20151130,0020,20,20,362564,T103,R,0454P,0600A,NY,F,215,W 86th St,,0,408,h1,,Y,0900A,0700P,BK,,2013,108-3073,0,52 7,37-Expired Muni Meter,,,
7287128780,HPF3115,PA,PAS,07/08/2015,40,4DSD,SCION,T,35670,14510,15710,20150888,0020,20,20,354212,T103,G,0837A,,NY,F,70,W 95th St,,0,408,e2,,YYYYYYY,,,SILVE,,0,,10,34 7,40-Fire Hydrant,,,
7287128809,GKV1160,NY,PAS,07/08/2015,20,PICK,FORD,T,35610,14510,15710,20150930,0020,20,20,354212,T103,G,0853A,,NY,O,35,W 92nd St,,0,408,d,,YYYYY,0700A,0400P,RED,,2013,,0,34 7,20A-No Parking (Non-COM),,,
7287128810,GRT3581,NY,PAS,07/08/2015,20,SUBN,CHRYS,T,35610,14510,15710,20160624,0020,20,20,354212,T103,G,0855A,,NY,O,35,W 92nd St,,0,408,d,,YYYYY,0700A,0400P,GR,,2005,,0,34 7,20A-No Parking (Non-COM),,,
7287128895,GXK9086,NY,PAS,07/08/2015,38,SUBN,CADIL,T,15710,35590,35610,20170614,0020,20,20,354212,T103,G,0941A,,NY,F,647,Columbus Ave,,0,408,h1,,Y,0700A,0700P,BK,,2013,,0,34 7,38-Failure to Display Muni Rec,,,
7287128950,XW347T,NJ,PAS,07/08/2015,37,VAN,FORD,T,11710,35510,35530,20150088,0020,20,20,354212,T103,G,1020A,1001A,NY,O,564,Amsterdam Ave,,0,408,h1,,Y,0900A,0700P,BLUE,,0,103-8114,0,34 7,37-Expired Muni Meter,,,
7287128998,GUV9794,NY,PAS,07/08/2015,46,SUBN,FORD,T,35610,11710,13610,20170311,0020,20,20,354212,T103,G,1042A,,NY,O,204,W 92nd St,,0,408,f1,,,,,WH,,0,,0,34 7,46A-Double Parking (Non-COM),,,
7287129024,GLR8771,NY,PAS,07/09/2015,20,4DSD,TOYOT,T,35610,14510,15710,20151208,0020,20,20,354212,T103,G,0918A,,NY,O,35,W 92nd St,,0,408,d,,YYYYY,0700A,0400P,SILVE,,2005,,0,50 7,20A-No Parking (Non-COM),,,
7287129085,YPA37C,NJ,PAS,07/09/2015,14,PICK,CHEVR,T,15710,35550,35570,88888888,0020,20,20,354212,T103,G,0944A,,NY,F,610,Columbus Ave,,0,408,c,,YYYYY,0700A,1000A,BLUE,,0,,0,50 7,14-No Standing,,,
7287129097,GVC3321,NY,PAS,07/09/2015,14,4DSD,LEXUS,T,15710,35570,35590,20160820,0020,20,20,354212,T103,G,0947A,,NY,F,620,Columbus Ave,,0,408,c,,YYYYY,0700A,1000A,DKB,,2011,,0,50 7,14-No Standing,,,
