CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50041493,THAI MAX,Bronx,200,BAYCHESTER AVENUE,10475,9179811148,Thai,3/2/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,18,,,8/8/2021,Cycle Inspection / Initial Inspection,40.86590541,-73.83042975,210,12,46201,2120098,2051410006,BX13
50072895,HIGH THAI,Brooklyn,4017,AVENUE U,11234,7183389700,Thai,3/2/2020,Violations were cited in the following area(s).,02I,Food prepared from ingredients at ambient temperature not cooled to 41º F or below within 4 hours.,Critical,10,A,3/2/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.60846472,-73.92464231,318,46,66200,3241850,3085400003,BK45
50072895,HIGH THAI,Brooklyn,4017,AVENUE U,11234,7183389700,Thai,3/2/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,3/2/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.60846472,-73.92464231,318,46,66200,3241850,3085400003,BK45
50072895,HIGH THAI,Brooklyn,4017,AVENUE U,11234,7183389700,Thai,3/2/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,3/2/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.60846472,-73.92464231,318,46,66200,3241850,3085400003,BK45
50072895,HIGH THAI,Brooklyn,4017,AVENUE U,11234,7183389700,Thai,3/2/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,3/2/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.60846472,-73.92464231,318,46,66200,3241850,3085400003,BK45
50041493,THAI MAX,Bronx,200,BAYCHESTER AVENUE,10475,9179811148,Thai,3/2/2020,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,18,,,8/8/2021,Cycle Inspection / Initial Inspection,40.86590541,-73.83042975,210,12,46201,2120098,2051410006,BX13
50041493,THAI MAX,Bronx,200,BAYCHESTER AVENUE,10475,9179811148,Thai,3/2/2020,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,18,,,8/8/2021,Cycle Inspection / Initial Inspection,40.86590541,-73.83042975,210,12,46201,2120098,2051410006,BX13
50100225,KINKHAO THAI,Manhattan,2200,AMSTERDAM AVENUE,10032,6468337939,Thai,3/3/2020,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,21,B,3/3/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.84065976,-73.93634461,112,10,25300,1063031,1021260046,MN36
41611450,ANDAMAN THAI BISTRO,Manhattan,1843,1 AVENUE,10128,2127225671,Thai,3/3/2020,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,31,C,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.78276387,-73.94507731,108,5,15601,1078674,1015580023,MN32
50100225,KINKHAO THAI,Manhattan,2200,AMSTERDAM AVENUE,10032,6468337939,Thai,3/3/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21,B,3/3/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.84065976,-73.93634461,112,10,25300,1063031,1021260046,MN36
50100225,KINKHAO THAI,Manhattan,2200,AMSTERDAM AVENUE,10032,6468337939,Thai,3/3/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21,B,3/3/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.84065976,-73.93634461,112,10,25300,1063031,1021260046,MN36
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,7184249054,Thai,3/3/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,23,B,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74610929,-73.89007452,404,25,26700,4036743,4014860044,QN29
50091290,NANA THAI STREET,Manhattan,31,EAST   21 STREET,10010,212_420_75,Thai,3/3/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18,,,8/8/2021,Cycle Inspection / Initial Inspection,40.73959869,-73.98894683,105,2,5600,1016249,1008500024,MN13
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,7184249054,Thai,3/3/2020,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,23,B,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74610929,-73.89007452,404,25,26700,4036743,4014860044,QN29
50100225,KINKHAO THAI,Manhattan,2200,AMSTERDAM AVENUE,10032,6468337939,Thai,3/3/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,21,B,3/3/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.84065976,-73.93634461,112,10,25300,1063031,1021260046,MN36
50091290,NANA THAI STREET,Manhattan,31,EAST   21 STREET,10010,212_420_75,Thai,3/3/2020,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,18,,,8/8/2021,Cycle Inspection / Initial Inspection,40.73959869,-73.98894683,105,2,5600,1016249,1008500024,MN13
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,7184249054,Thai,3/3/2020,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided,  improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,23,B,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74610929,-73.89007452,404,25,26700,4036743,4014860044,QN29
50091290,NANA THAI STREET,Manhattan,31,EAST   21 STREET,10010,212_420_75,Thai,3/3/2020,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,18,,,8/8/2021,Cycle Inspection / Initial Inspection,40.73959869,-73.98894683,105,2,5600,1016249,1008500024,MN13
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,7184249054,Thai,3/3/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,B,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74610929,-73.89007452,404,25,26700,4036743,4014860044,QN29
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,7184249054,Thai,3/3/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,B,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74610929,-73.89007452,404,25,26700,4036743,4014860044,QN29
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,7184249054,Thai,3/3/2020,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,23,B,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74610929,-73.89007452,404,25,26700,4036743,4014860044,QN29
50091290,NANA THAI STREET,Manhattan,31,EAST   21 STREET,10010,212_420_75,Thai,3/3/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,18,,,8/8/2021,Cycle Inspection / Initial Inspection,40.73959869,-73.98894683,105,2,5600,1016249,1008500024,MN13
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,7184249054,Thai,3/3/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,B,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74610929,-73.89007452,404,25,26700,4036743,4014860044,QN29
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,7184249054,Thai,3/3/2020,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,23,B,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74610929,-73.89007452,404,25,26700,4036743,4014860044,QN29
41611450,ANDAMAN THAI BISTRO,Manhattan,1843,1 AVENUE,10128,2127225671,Thai,3/3/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,31,C,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.78276387,-73.94507731,108,5,15601,1078674,1015580023,MN32
41611450,ANDAMAN THAI BISTRO,Manhattan,1843,1 AVENUE,10128,2127225671,Thai,3/3/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,31,C,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.78276387,-73.94507731,108,5,15601,1078674,1015580023,MN32
50091290,NANA THAI STREET,Manhattan,31,EAST   21 STREET,10010,212_420_75,Thai,3/3/2020,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,18,,,8/8/2021,Cycle Inspection / Initial Inspection,40.73959869,-73.98894683,105,2,5600,1016249,1008500024,MN13
50091290,NANA THAI STREET,Manhattan,31,EAST   21 STREET,10010,212_420_75,Thai,3/3/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,,,8/8/2021,Cycle Inspection / Initial Inspection,40.73959869,-73.98894683,105,2,5600,1016249,1008500024,MN13
50100225,KINKHAO THAI,Manhattan,2200,AMSTERDAM AVENUE,10032,6468337939,Thai,3/3/2020,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,21,B,3/3/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.84065976,-73.93634461,112,10,25300,1063031,1021260046,MN36
41611450,ANDAMAN THAI BISTRO,Manhattan,1843,1 AVENUE,10128,2127225671,Thai,3/3/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,31,C,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.78276387,-73.94507731,108,5,15601,1078674,1015580023,MN32
50040886,BOON THAI,Brooklyn,681,MANHATTAN AVENUE,11222,7183498215,Thai,3/4/2020,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,24,,,8/8/2021,Cycle Inspection / Initial Inspection,40.72495936,-73.9514821,301,33,56900,3066033,3026450014,BK76
50080442,Luck Thai Brooklyn,Brooklyn,386,5 AVENUE,11215,7184991888,Thai,3/4/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,23,,,8/8/2021,Cycle Inspection / Initial Inspection,40.67089662,-73.98487753,306,39,13700,3337626,3009930034,BK37
50040886,BOON THAI,Brooklyn,681,MANHATTAN AVENUE,11222,7183498215,Thai,3/4/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,24,,,8/8/2021,Cycle Inspection / Initial Inspection,40.72495936,-73.9514821,301,33,56900,3066033,3026450014,BK76
50066811,THAI TREE,Queens,3617,GREENPOINT AVE,11101,7188061046,Thai,3/4/2020,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,A,3/4/2020,8/8/2021,Cycle Inspection / Re-inspection,40.73760972,-73.92976049,402,26,18900,4430590,4002360001,QN31
50080442,Luck Thai Brooklyn,Brooklyn,386,5 AVENUE,11215,7184991888,Thai,3/4/2020,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,23,,,8/8/2021,Cycle Inspection / Initial Inspection,40.67089662,-73.98487753,306,39,13700,3337626,3009930034,BK37
50011584,BLACK THAI,Queens,8116,NORTHERN BLVD,11372,7187798424,Thai,3/4/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,3/4/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.75547049,-73.88605249,403,25,28300,4028775,4012540006,QN28
50080442,Luck Thai Brooklyn,Brooklyn,386,5 AVENUE,11215,7184991888,Thai,3/4/2020,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,23,,,8/8/2021,Cycle Inspection / Initial Inspection,40.67089662,-73.98487753,306,39,13700,3337626,3009930034,BK37
50066811,THAI TREE,Queens,3617,GREENPOINT AVE,11101,7188061046,Thai,3/4/2020,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,3/4/2020,8/8/2021,Cycle Inspection / Re-inspection,40.73760972,-73.92976049,402,26,18900,4430590,4002360001,QN31
50080442,Luck Thai Brooklyn,Brooklyn,386,5 AVENUE,11215,7184991888,Thai,3/4/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,,,8/8/2021,Cycle Inspection / Initial Inspection,40.67089662,-73.98487753,306,39,13700,3337626,3009930034,BK37
50040886,BOON THAI,Brooklyn,681,MANHATTAN AVENUE,11222,7183498215,Thai,3/4/2020,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,24,,,8/8/2021,Cycle Inspection / Initial Inspection,40.72495936,-73.9514821,301,33,56900,3066033,3026450014,BK76
50080442,Luck Thai Brooklyn,Brooklyn,386,5 AVENUE,11215,7184991888,Thai,3/4/2020,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,23,,,8/8/2021,Cycle Inspection / Initial Inspection,40.67089662,-73.98487753,306,39,13700,3337626,3009930034,BK37
50011584,BLACK THAI,Queens,8116,NORTHERN BLVD,11372,7187798424,Thai,3/4/2020,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,10,A,3/4/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.75547049,-73.88605249,403,25,28300,4028775,4012540006,QN28
50066811,THAI TREE,Queens,3617,GREENPOINT AVE,11101,7188061046,Thai,3/4/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,3/4/2020,8/8/2021,Cycle Inspection / Re-inspection,40.73760972,-73.92976049,402,26,18900,4430590,4002360001,QN31
50040886,BOON THAI,Brooklyn,681,MANHATTAN AVENUE,11222,7183498215,Thai,3/4/2020,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,24,,,8/8/2021,Cycle Inspection / Initial Inspection,40.72495936,-73.9514821,301,33,56900,3066033,3026450014,BK76
50072375,NORA THAI,Brooklyn,176,NORTH    9 STREET,11211,7183021599,Thai,3/5/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25,,,8/8/2021,Cycle Inspection / Initial Inspection,40.71866198,-73.95611509,301,33,51700,3061809,3023120011,BK73
50072375,NORA THAI,Brooklyn,176,NORTH    9 STREET,11211,7183021599,Thai,3/5/2020,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,25,,,8/8/2021,Cycle Inspection / Initial Inspection,40.71866198,-73.95611509,301,33,51700,3061809,3023120011,BK73
50072375,NORA THAI,Brooklyn,176,NORTH    9 STREET,11211,7183021599,Thai,3/5/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,25,,,8/8/2021,Cycle Inspection / Initial Inspection,40.71866198,-73.95611509,301,33,51700,3061809,3023120011,BK73
50072375,NORA THAI,Brooklyn,176,NORTH    9 STREET,11211,7183021599,Thai,3/5/2020,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,25,,,8/8/2021,Cycle Inspection / Initial Inspection,40.71866198,-73.95611509,301,33,51700,3061809,3023120011,BK73
50077093,THAI HOUSE,Queens,11207,JAMAICA AVE,11418,9292189913,Thai,3/6/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,45,,,8/8/2021,Cycle Inspection / Initial Inspection,40.6974846,-73.83625844,409,32,13000,4192679,4092260031,QN54
50077093,THAI HOUSE,Queens,11207,JAMAICA AVE,11418,9292189913,Thai,3/6/2020,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,45,,,8/8/2021,Cycle Inspection / Initial Inspection,40.6974846,-73.83625844,409,32,13000,4192679,4092260031,QN54
50077093,THAI HOUSE,Queens,11207,JAMAICA AVE,11418,9292189913,Thai,3/6/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,45,,,8/8/2021,Cycle Inspection / Initial Inspection,40.6974846,-73.83625844,409,32,13000,4192679,4092260031,QN54
50077093,THAI HOUSE,Queens,11207,JAMAICA AVE,11418,9292189913,Thai,3/6/2020,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,45,,,8/8/2021,Cycle Inspection / Initial Inspection,40.6974846,-73.83625844,409,32,13000,4192679,4092260031,QN54
50077093,THAI HOUSE,Queens,11207,JAMAICA AVE,11418,9292189913,Thai,3/6/2020,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,45,,,8/8/2021,Cycle Inspection / Initial Inspection,40.6974846,-73.83625844,409,32,13000,4192679,4092260031,QN54
50077093,THAI HOUSE,Queens,11207,JAMAICA AVE,11418,9292189913,Thai,3/6/2020,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,45,,,8/8/2021,Cycle Inspection / Initial Inspection,40.6974846,-73.83625844,409,32,13000,4192679,4092260031,QN54
50077093,THAI HOUSE,Queens,11207,JAMAICA AVE,11418,9292189913,Thai,3/6/2020,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,45,,,8/8/2021,Cycle Inspection / Initial Inspection,40.6974846,-73.83625844,409,32,13000,4192679,4092260031,QN54
50077093,THAI HOUSE,Queens,11207,JAMAICA AVE,11418,9292189913,Thai,3/6/2020,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,45,,,8/8/2021,Cycle Inspection / Initial Inspection,40.6974846,-73.83625844,409,32,13000,4192679,4092260031,QN54
50062529,VERA THAI RESTAURANT,Queens,4301,QUEENS BLVD,11104,7183835040,Thai,3/9/2020,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,25,,,8/8/2021,Cycle Inspection / Initial Inspection,40.74346707,-73.92133852,402,26,18300,4001925,4001620008,QN31
50018784,SAWASDE THAI COOKING,Brooklyn,359,MCDONALD AVENUE,11218,7184360589,Thai,3/9/2020,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,27,,,8/8/2021,Cycle Inspection / Initial Inspection,40.64534471,-73.97991413,312,39,49800,3336257,3053240051,BK41
50062529,VERA THAI RESTAURANT,Queens,4301,QUEENS BLVD,11104,7183835040,Thai,3/9/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25,,,8/8/2021,Cycle Inspection / Initial Inspection,40.74346707,-73.92133852,402,26,18300,4001925,4001620008,QN31
50062529,VERA THAI RESTAURANT,Queens,4301,QUEENS BLVD,11104,7183835040,Thai,3/9/2020,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,25,,,8/8/2021,Cycle Inspection / Initial Inspection,40.74346707,-73.92133852,402,26,18300,4001925,4001620008,QN31
50018784,SAWASDE THAI COOKING,Brooklyn,359,MCDONALD AVENUE,11218,7184360589,Thai,3/9/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,27,,,8/8/2021,Cycle Inspection / Initial Inspection,40.64534471,-73.97991413,312,39,49800,3336257,3053240051,BK41
50062529,VERA THAI RESTAURANT,Queens,4301,QUEENS BLVD,11104,7183835040,Thai,3/9/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,25,,,8/8/2021,Cycle Inspection / Initial Inspection,40.74346707,-73.92133852,402,26,18300,4001925,4001620008,QN31
50018784,SAWASDE THAI COOKING,Brooklyn,359,MCDONALD AVENUE,11218,7184360589,Thai,3/9/2020,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,27,,,8/8/2021,Cycle Inspection / Initial Inspection,40.64534471,-73.97991413,312,39,49800,3336257,3053240051,BK41
50018784,SAWASDE THAI COOKING,Brooklyn,359,MCDONALD AVENUE,11218,7184360589,Thai,3/9/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27,,,8/8/2021,Cycle Inspection / Initial Inspection,40.64534471,-73.97991413,312,39,49800,3336257,3053240051,BK41
50018784,SAWASDE THAI COOKING,Brooklyn,359,MCDONALD AVENUE,11218,7184360589,Thai,3/9/2020,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,27,,,8/8/2021,Cycle Inspection / Initial Inspection,40.64534471,-73.97991413,312,39,49800,3336257,3053240051,BK41
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,2126219112,Thai,3/10/2020,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,25,B,3/10/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.76074999,-73.99092145,104,3,12100,1025037,1010360163,MN15
41687136,TOP THAI RESTAURANT,Brooklyn,8510,4 AVENUE,11209,7183335811,Thai,3/10/2020,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,3/10/2020,8/8/2021,Cycle Inspection / Re-inspection,40.62339574,-74.02811598,310,43,6200,3153126,3060340041,BK31
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,2126219112,Thai,3/10/2020,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,25,B,3/10/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.76074999,-73.99092145,104,3,12100,1025037,1010360163,MN15
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,2126219112,Thai,3/10/2020,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,25,B,3/10/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.76074999,-73.99092145,104,3,12100,1025037,1010360163,MN15
50065094,HUB THAI,Manhattan,103,AVENUE A,10009,2122288221,Thai,3/10/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,14,,,8/8/2021,Cycle Inspection / Initial Inspection,40.72578915,-73.98373577,103,2,3200,1005793,1004347501,MN22
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,2126219112,Thai,3/10/2020,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,25,B,3/10/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.76074999,-73.99092145,104,3,12100,1025037,1010360163,MN15
50065094,HUB THAI,Manhattan,103,AVENUE A,10009,2122288221,Thai,3/10/2020,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,14,,,8/8/2021,Cycle Inspection / Initial Inspection,40.72578915,-73.98373577,103,2,3200,1005793,1004347501,MN22
41687136,TOP THAI RESTAURANT,Brooklyn,8510,4 AVENUE,11209,7183335811,Thai,3/10/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,3/10/2020,8/8/2021,Cycle Inspection / Re-inspection,40.62339574,-74.02811598,310,43,6200,3153126,3060340041,BK31
